
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                                  hsllib = /home/ggs24/packages/ThirdParty-HSL/.libs/libcoinhsl.so  yes
                           linear_solver = ma97                  yes
                                max_iter = 1000                  yes
                             output_file = IPOPT.out             yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 0.0001                yes
This is Ipopt version 3.14.7, running with linear solver ma97.

Number of nonzeros in equality constraint Jacobian...:      328
Number of nonzeros in inequality constraint Jacobian.:    10619
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:       41
                     variables with only lower bounds:        1
                variables with lower and upper bounds:       40
                     variables with only upper bounds:        0
Total number of equality constraints.................:        8
Total number of inequality constraints...............:      259
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:      259
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.3067955e-01 2.22e-14 4.70e-01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  4.3066571e-01 3.55e-15 4.63e-03  -3.9 1.70e-03    -  9.90e-01 1.00e+00f  1
   2  4.3564341e-01 6.66e-01 4.75e-03  -2.0 1.55e+01    -  9.76e-01 1.00e+00f  1
   3  4.3353835e-01 2.80e-01 2.89e-02  -1.5 9.27e+00    -  1.00e+00 6.65e-01h  1
   4  4.2748017e-01 2.66e-15 1.50e+00  -1.5 5.51e+00    -  3.19e-02 1.00e+00h  1
   5  4.2361406e-01 1.24e-14 3.90e-04  -2.6 1.49e+00    -  1.00e+00 1.00e+00h  1
   6  4.2361084e-01 6.22e-15 8.17e-04  -8.6 5.47e-01    -  9.49e-01 1.00e+00h  1
   7  4.2360767e-01 1.07e-14 8.19e-04  -9.9 7.75e-04    -  9.99e-01 1.00e+00h  1
   8  4.2360449e-01 1.78e-15 8.19e-04  -9.0 7.76e-04    -  1.00e+00 1.00e+00h  1
   9  4.2360131e-01 3.55e-15 8.19e-04 -11.0 7.76e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.2359813e-01 5.33e-15 8.19e-04 -11.0 7.77e-04    -  1.00e+00 1.00e+00h  1
  11  4.2359495e-01 5.33e-15 8.20e-04 -11.0 7.77e-04    -  1.00e+00 1.00e+00h  1
  12  4.2359176e-01 8.88e-15 8.20e-04 -11.0 7.77e-04    -  1.00e+00 1.00e+00h  1
  13  4.2358857e-01 4.44e-15 8.20e-04 -11.0 7.78e-04    -  1.00e+00 1.00e+00h  1
  14  4.2358538e-01 5.33e-15 8.20e-04 -11.0 7.78e-04    -  1.00e+00 1.00e+00h  1
  15  4.2358219e-01 7.99e-15 8.20e-04 -11.0 7.79e-04    -  1.00e+00 1.00e+00h  1
  16  4.2357900e-01 1.15e-14 8.20e-04 -11.0 7.79e-04    -  1.00e+00 1.00e+00h  1
  17  4.2357580e-01 7.11e-15 8.20e-04 -11.0 7.80e-04    -  1.00e+00 1.00e+00h  1
  18  4.2357260e-01 1.33e-15 8.20e-04 -11.0 7.80e-04    -  1.00e+00 1.00e+00h  1
  19  4.2356940e-01 7.11e-15 8.21e-04 -11.0 7.81e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  4.2356620e-01 7.11e-15 8.21e-04 -11.0 7.81e-04    -  1.00e+00 1.00e+00h  1
  21  4.2356299e-01 7.11e-15 8.21e-04 -11.0 7.82e-04    -  1.00e+00 1.00e+00h  1
  22  4.2355978e-01 8.88e-15 8.21e-04 -11.0 7.82e-04    -  1.00e+00 1.00e+00h  1
  23  4.2355657e-01 4.44e-15 8.21e-04 -11.0 7.83e-04    -  1.00e+00 1.00e+00h  1
  24  4.2355336e-01 7.11e-15 8.21e-04 -11.0 7.83e-04    -  1.00e+00 1.00e+00h  1
  25  4.2355014e-01 1.42e-14 8.21e-04 -11.0 7.84e-04    -  1.00e+00 1.00e+00h  1
  26  4.2354693e-01 1.42e-14 8.21e-04 -11.0 7.84e-04    -  1.00e+00 1.00e+00h  1
  27  4.2354371e-01 1.15e-14 8.21e-04 -11.0 7.85e-04    -  1.00e+00 1.00e+00h  1
  28  4.2354049e-01 7.99e-15 8.22e-04 -11.0 7.85e-04    -  1.00e+00 1.00e+00h  1
  29  4.2353726e-01 9.77e-15 8.22e-04 -11.0 7.86e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  4.2353403e-01 8.88e-15 8.23e-04 -11.0 7.86e-04    -  1.00e+00 1.00e+00h  1
  31  4.2353081e-01 3.55e-15 8.23e-04 -11.0 7.87e-04    -  1.00e+00 1.00e+00h  1
  32  4.2352758e-01 4.44e-15 8.24e-04 -11.0 7.87e-04    -  1.00e+00 1.00e+00h  1
  33  4.2352434e-01 7.11e-15 8.25e-04 -11.0 7.88e-04    -  1.00e+00 1.00e+00h  1
  34  4.2352111e-01 4.44e-15 8.25e-04 -11.0 7.88e-04    -  1.00e+00 1.00e+00h  1
  35  4.2351787e-01 1.42e-14 8.26e-04 -11.0 7.89e-04    -  1.00e+00 1.00e+00h  1
  36  4.2351463e-01 7.11e-15 8.26e-04 -11.0 7.89e-04    -  1.00e+00 1.00e+00h  1
  37  4.2351139e-01 9.77e-15 8.27e-04 -11.0 7.90e-04    -  1.00e+00 1.00e+00h  1
  38  4.2350814e-01 3.11e-15 8.27e-04 -11.0 7.90e-04    -  1.00e+00 1.00e+00h  1
  39  4.2350489e-01 1.69e-14 8.28e-04 -11.0 7.91e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  4.2350165e-01 1.42e-14 8.28e-04 -11.0 7.91e-04    -  1.00e+00 1.00e+00h  1
  41  4.2349839e-01 1.33e-14 8.29e-04 -11.0 7.92e-04    -  1.00e+00 1.00e+00h  1
  42  4.2349514e-01 9.77e-15 8.29e-04 -11.0 7.92e-04    -  1.00e+00 1.00e+00h  1
  43  4.2349188e-01 1.95e-14 8.30e-04 -11.0 7.93e-04    -  1.00e+00 1.00e+00h  1
  44  4.2348862e-01 6.66e-15 8.31e-04 -11.0 7.93e-04    -  1.00e+00 1.00e+00h  1
  45  4.2348536e-01 4.88e-15 8.31e-04 -11.0 7.94e-04    -  1.00e+00 1.00e+00h  1
  46  4.2348210e-01 4.88e-15 8.32e-04 -11.0 7.94e-04    -  1.00e+00 1.00e+00h  1
  47  4.2347884e-01 5.33e-15 8.32e-04 -11.0 7.94e-04    -  1.00e+00 1.00e+00h  1
  48  4.2347557e-01 7.11e-15 8.33e-04 -11.0 7.95e-04    -  1.00e+00 1.00e+00h  1
  49  4.2347230e-01 1.87e-14 8.33e-04 -11.0 7.95e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  4.2346902e-01 8.88e-15 8.34e-04 -11.0 7.96e-04    -  1.00e+00 1.00e+00h  1
  51  4.2346575e-01 5.33e-15 8.34e-04 -11.0 7.96e-04    -  1.00e+00 1.00e+00h  1
  52  4.2346247e-01 1.69e-14 8.35e-04 -11.0 7.97e-04    -  1.00e+00 1.00e+00h  1
  53  4.2345919e-01 7.11e-15 8.36e-04 -11.0 7.97e-04    -  1.00e+00 1.00e+00h  1
  54  4.2345591e-01 9.77e-15 8.36e-04 -11.0 7.98e-04    -  1.00e+00 1.00e+00h  1
  55  4.2345263e-01 1.15e-14 8.37e-04 -11.0 7.98e-04    -  1.00e+00 1.00e+00h  1
  56  4.2344934e-01 7.11e-15 8.37e-04 -11.0 7.99e-04    -  1.00e+00 1.00e+00h  1
  57  4.2344605e-01 3.55e-15 8.38e-04 -11.0 7.99e-04    -  1.00e+00 1.00e+00h  1
  58  4.2344276e-01 1.42e-14 8.38e-04 -11.0 8.00e-04    -  1.00e+00 1.00e+00h  1
  59  4.2343946e-01 7.11e-15 8.39e-04 -11.0 8.00e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  4.2343617e-01 1.33e-14 8.39e-04 -11.0 8.01e-04    -  1.00e+00 1.00e+00h  1
  61  4.2343287e-01 9.77e-15 8.40e-04 -11.0 8.01e-04    -  1.00e+00 1.00e+00h  1
  62  4.2342957e-01 5.33e-15 8.41e-04 -11.0 8.02e-04    -  1.00e+00 1.00e+00h  1
  63  4.2342626e-01 9.77e-15 8.41e-04 -11.0 8.02e-04    -  1.00e+00 1.00e+00h  1
  64  4.2342296e-01 1.42e-14 8.42e-04 -11.0 8.03e-04    -  1.00e+00 1.00e+00h  1
  65  4.2341965e-01 7.11e-15 8.42e-04 -11.0 8.04e-04    -  1.00e+00 1.00e+00h  1
  66  4.2341634e-01 4.44e-15 8.43e-04 -11.0 8.04e-04    -  1.00e+00 1.00e+00h  1
  67  4.2341303e-01 4.44e-15 8.43e-04 -11.0 8.05e-04    -  1.00e+00 1.00e+00h  1
  68  4.2340971e-01 2.22e-15 8.44e-04 -11.0 8.05e-04    -  1.00e+00 1.00e+00h  1
  69  4.2340639e-01 1.07e-14 8.45e-04 -11.0 8.06e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  4.2340307e-01 1.87e-14 8.45e-04 -11.0 8.06e-04    -  1.00e+00 1.00e+00h  1
  71  4.2339975e-01 8.88e-15 8.46e-04 -11.0 8.07e-04    -  1.00e+00 1.00e+00h  1
  72  4.2339643e-01 7.99e-15 8.46e-04 -11.0 8.07e-04    -  1.00e+00 1.00e+00h  1
  73  4.2339310e-01 7.99e-15 8.47e-04 -11.0 8.08e-04    -  1.00e+00 1.00e+00h  1
  74  4.2338977e-01 8.88e-15 8.47e-04 -11.0 8.08e-04    -  1.00e+00 1.00e+00h  1
  75  4.2338644e-01 2.66e-15 8.48e-04 -11.0 8.09e-04    -  1.00e+00 1.00e+00h  1
  76  4.2338310e-01 1.42e-14 8.48e-04 -11.0 8.09e-04    -  1.00e+00 1.00e+00h  1
  77  4.2337976e-01 9.77e-15 8.49e-04 -11.0 8.10e-04    -  1.00e+00 1.00e+00h  1
  78  4.2337642e-01 7.11e-15 8.50e-04 -11.0 8.10e-04    -  1.00e+00 1.00e+00h  1
  79  4.2337308e-01 2.22e-15 8.50e-04 -11.0 8.11e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  4.2336974e-01 6.22e-15 8.51e-04 -11.0 8.11e-04    -  1.00e+00 1.00e+00h  1
  81  4.2336639e-01 3.55e-15 8.51e-04 -11.0 8.12e-04    -  1.00e+00 1.00e+00h  1
  82  4.2336304e-01 7.99e-15 8.52e-04 -11.0 8.12e-04    -  1.00e+00 1.00e+00h  1
  83  4.2335969e-01 7.11e-15 8.52e-04 -11.0 8.13e-04    -  1.00e+00 1.00e+00h  1
  84  4.2335634e-01 8.88e-16 8.53e-04 -11.0 8.13e-04    -  1.00e+00 1.00e+00h  1
  85  4.2335298e-01 7.11e-15 8.54e-04 -11.0 8.14e-04    -  1.00e+00 1.00e+00h  1
  86  4.2334962e-01 4.44e-15 8.54e-04 -11.0 8.14e-04    -  1.00e+00 1.00e+00h  1
  87  4.2334626e-01 7.11e-15 8.55e-04 -11.0 8.15e-04    -  1.00e+00 1.00e+00h  1
  88  4.2334289e-01 7.11e-15 8.55e-04 -11.0 8.15e-04    -  1.00e+00 1.00e+00h  1
  89  4.2333953e-01 7.11e-15 8.56e-04 -11.0 8.16e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  4.2333616e-01 7.11e-15 8.56e-04 -11.0 8.16e-04    -  1.00e+00 1.00e+00h  1
  91  4.2333279e-01 7.99e-15 8.57e-04 -11.0 8.17e-04    -  1.00e+00 1.00e+00h  1
  92  4.2332941e-01 7.11e-15 8.58e-04 -11.0 8.17e-04    -  1.00e+00 1.00e+00h  1
  93  4.2332604e-01 1.24e-14 8.58e-04 -11.0 8.18e-04    -  1.00e+00 1.00e+00h  1
  94  4.2332266e-01 3.55e-15 8.59e-04 -11.0 8.18e-04    -  1.00e+00 1.00e+00h  1
  95  4.2331928e-01 2.66e-15 8.59e-04 -11.0 8.19e-04    -  1.00e+00 1.00e+00h  1
  96  4.2331589e-01 7.11e-15 8.60e-04 -11.0 8.19e-04    -  1.00e+00 1.00e+00h  1
  97  4.2331251e-01 2.22e-15 8.60e-04 -11.0 8.20e-04    -  1.00e+00 1.00e+00h  1
  98  4.2330912e-01 7.11e-15 8.61e-04 -11.0 8.20e-04    -  1.00e+00 1.00e+00h  1
  99  4.2330573e-01 3.55e-15 8.62e-04 -11.0 8.21e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  4.2330233e-01 8.88e-15 8.62e-04 -11.0 8.21e-04    -  1.00e+00 1.00e+00h  1
 101  4.2329894e-01 7.11e-15 8.63e-04 -11.0 8.22e-04    -  1.00e+00 1.00e+00h  1
 102  4.2329554e-01 3.55e-15 8.63e-04 -11.0 8.22e-04    -  1.00e+00 1.00e+00h  1
 103  4.2329214e-01 4.00e-15 8.64e-04 -11.0 8.23e-04    -  1.00e+00 1.00e+00h  1
 104  4.2328873e-01 2.66e-15 8.65e-04 -11.0 8.23e-04    -  1.00e+00 1.00e+00h  1
 105  4.2328533e-01 7.11e-15 8.65e-04 -11.0 8.24e-04    -  1.00e+00 1.00e+00h  1
 106  4.2328192e-01 1.15e-14 8.66e-04 -11.0 8.24e-04    -  1.00e+00 1.00e+00h  1
 107  4.2327851e-01 7.11e-15 8.66e-04 -11.0 8.25e-04    -  1.00e+00 1.00e+00h  1
 108  4.2327509e-01 8.88e-15 8.67e-04 -11.0 8.25e-04    -  1.00e+00 1.00e+00h  1
 109  4.2327168e-01 1.33e-14 8.67e-04 -11.0 8.26e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  4.2326826e-01 7.99e-15 8.68e-04 -11.0 8.26e-04    -  1.00e+00 1.00e+00h  1
 111  4.2326484e-01 6.22e-15 8.69e-04 -11.0 8.27e-04    -  1.00e+00 1.00e+00h  1
 112  4.2326141e-01 2.66e-15 8.69e-04 -11.0 8.28e-04    -  1.00e+00 1.00e+00h  1
 113  4.2325799e-01 7.11e-15 8.70e-04 -11.0 8.28e-04    -  1.00e+00 1.00e+00h  1
 114  4.2325456e-01 7.11e-15 8.70e-04 -11.0 8.29e-04    -  1.00e+00 1.00e+00h  1
 115  4.2325113e-01 4.44e-15 8.71e-04 -11.0 8.29e-04    -  1.00e+00 1.00e+00h  1
 116  4.2324769e-01 9.77e-15 8.72e-04 -11.0 8.30e-04    -  1.00e+00 1.00e+00h  1
 117  4.2324426e-01 2.66e-15 8.72e-04 -11.0 8.30e-04    -  1.00e+00 1.00e+00h  1
 118  4.2324082e-01 9.77e-15 8.73e-04 -11.0 8.31e-04    -  1.00e+00 1.00e+00h  1
 119  4.2323738e-01 3.55e-15 8.73e-04 -11.0 8.31e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  4.2323393e-01 5.77e-15 8.74e-04 -11.0 8.32e-04    -  1.00e+00 1.00e+00h  1
 121  4.2323049e-01 9.77e-15 8.74e-04 -11.0 8.32e-04    -  1.00e+00 1.00e+00h  1
 122  4.2322704e-01 1.78e-15 8.75e-04 -11.0 8.33e-04    -  1.00e+00 1.00e+00h  1
 123  4.2322358e-01 7.11e-15 8.76e-04 -11.0 8.33e-04    -  1.00e+00 1.00e+00h  1
 124  4.2322013e-01 7.11e-15 8.76e-04 -11.0 8.34e-04    -  1.00e+00 1.00e+00h  1
 125  4.2321667e-01 7.11e-15 8.77e-04 -11.0 8.34e-04    -  1.00e+00 1.00e+00h  1
 126  4.2321322e-01 7.11e-15 8.77e-04 -11.0 8.35e-04    -  1.00e+00 1.00e+00h  1
 127  4.2320975e-01 1.69e-14 8.78e-04 -11.0 8.35e-04    -  1.00e+00 1.00e+00h  1
 128  4.2320629e-01 1.07e-14 8.79e-04 -11.0 8.36e-04    -  1.00e+00 1.00e+00h  1
 129  4.2320282e-01 2.66e-15 8.79e-04 -11.0 8.36e-04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  4.2319935e-01 1.33e-15 8.80e-04 -11.0 8.37e-04    -  1.00e+00 1.00e+00h  1
 131  4.2319588e-01 9.77e-15 8.80e-04 -11.0 8.37e-04    -  1.00e+00 1.00e+00h  1
